x1xx4c2_x1->x3,x1xx4c2_x3->x1,x1xx4c2_x3->x4,x1xx4c2_x4->x3,x1xx4c2_xx3->x3,x1xx4c2_xx4->x4,x1xx4c2_x3->xx3,x1xx4c2_xx3->xx3c1,x1xx4c2_x1->xx3c1,x1xx4c2_x4->xx4,x1xx4c2_xx4->xx4c2,x1xx4c2_x1->xx4c2,x1xx3c1_x1->x3,x1xx3c1_x3->x1,x1xx3c1_x3->x4,x1xx3c1_x4->x3,x1xx3c1_xx3->x3,x1xx3c1_xx4->x4,x1xx3c1_x3->xx3,x1xx3c1_xx3->xx3c1,x1xx3c1_x1->xx3c1,x1xx3c1_x4->xx4,x1xx3c1_xx4->xx4c2,x1xx3c1_x1->xx4c2,Xic1x1->x3,Xic1x3->x1,Xic1x3->x4,Xic1x4->x3,Xic1xx3->x3,Xic1xx4->x4,Xic1x3->xx3,Xic1xx3->xx3c1,Xic1x1->xx3c1,Xic1x4->xx4,Xic1xx4->xx4c2,Xic1x1->xx4c2,Xic2x1->x3,Xic2x3->x1,Xic2x3->x4,Xic2x4->x3,Xic2xx3->x3,Xic2xx4->x4,Xic2x3->xx3,Xic2xx3->xx3c1,Xic2x1->xx3c1,Xic2x4->xx4,Xic2xx4->xx4c2,Xic2x1->xx4c2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, L
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, L
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, L
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, L
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0, 0, L
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0, 0, L
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0, 0, L
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0, 0, L
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0, 0, L
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0, 0, L
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0, 0, L
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0, 0, L
